parte_proyecto_inclusion,sexo,edad,departamento,ciudad,unidad_educativa,nivel_educacion_maximo,anios_experiencia,tiempo_ue_actual,tiempo_ue_actual_num,area_imparte,paso_curso_tec,curso,pc_casa,laptop_escritorio,num_pc,tablet,num_tablet,origen_pc,pc_llenado,pc_juegos,pc_estudio,pc_musica,pc_redes,pc_nada,pc_planificar,pc_clases,pc_videos,pc_internet,tiene_celular,tiene_smartphone,cel_llamadas,cel_musica,cel_juegos,cel_fotos,cel_redes,cel_text,cel_videos,cel_internet,internet_casa,internet_movil,internet_colegio,usa_facebook,usa_youtube,usa_whatsapp,usa_messenger,usa_instagram,usa_twiter,usa_linkedin,usa_skype,dias_uso_internet,so,conoce_soft_libre,existe_laboratorio,sabe_inclusion_digital
Sí,Femenino,58,Tarija,Tarija,AVELINA RAÑA 2 Mañana,licenciatura,26,Más de un año,20,Comunidad y Sociedad,Sí,Class rum de la alcaldia,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Femenino,57,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,normalista,22,Más de un año,4,"Ciencia, Tecnología y Producción",Sí,inclusion digital,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,No,Sí,No,No,Sí,Sí,Sí,No,No,Sí,No,Sí,No,No,No,Sí,No,Sí,No,Sí,No,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Masculino,40,La Paz,La Paz,25 DE MAYO,tecnico,17,Menos de un año,NA,"Vida, Tierra y Territorio",Sí,Tecnologías de la información y comunicación para la creación de cursos didacticos,Sí,Computadora portátil,1,Sí,3,Por cuenta propia,Sí,No,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,4,Windows,Sí,Sí,Sí
Sí,Femenino,58,La Paz,La Paz,BOLIVIA IV,especialidad,30,Más de un año,3,Comunidad y Sociedad,Sí,Socialización uso de computadoras,Sí,Computadora de escritorio,2,No,NA,Por cuenta propia,Sí,No,Sí,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,No,No,Sí,No,Sí,No,No,Sí,No,No,No,Sí,Sí,Sí,No,No,No,No,NA,Windows,No,No,Sí
Sí,Masculino,57,Oruro,Machacamarca,PEDRO DOMINGO MURILLO 2,normalista,25,Más de un año,12,Cosmos y Pensamiento,Sí,Unefco,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,No,No,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Masculino,45,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,especialidad,15,Más de un año,2,Comunidad y Sociedad,No,,Sí,Computadora de escritorio,2,No,NA,Por cuenta propia,Sí,No,Sí,No,Sí,No,Sí,No,No,No,Sí,Sí,Sí,No,Sí,No,No,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,4,Windows,Sí,Sí,Sí
Sí,Femenino,55,La Paz,La Paz,NATALIA PALACIOS,normalista,40,Más de un año,39,Comunidad y Sociedad,Sí,Virtual,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,No,NA,Windows,No,No,Sí
Sí,Femenino,49,La Paz,La Paz,SAN SIMON DE AYACUCHO A,licenciatura,27,Más de un año,13,Cosmos y Pensamiento,Sí,Programa digital de inclusión,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Masculino,46,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,normalista,7,Más de un año,3,Cosmos y Pensamiento,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,No,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,No,Sí,No,Sí,No,Sí,No,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Femenino,35,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,normalista,7,Más de un año,2,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,No,No,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,No,Sí,No,Sí,No,Sí,No,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Masculino,59,Oruro,Machacamarca,PEDRO DOMINGO MURILLO 2,normalista,32,Más de un año,20,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,3,Windows,Sí,Sí,Sí
Sí,Femenino,38,La Paz,La Paz,NATALIA PALACIOS,normalista,6,Más de un año,3,Comunidad y Sociedad,Sí,Tic,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,6,Windows,Sí,No,No
Sí,Masculino,50,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,licenciatura,12,Menos de un año,NA,Cosmos y Pensamiento,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,No,No,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Masculino,39,La Paz,La Paz,FELIPE SEGUNDO GUZMÁN,maestria,15,Más de un año,12,Comunidad y Sociedad,Sí,Tics en educación ,Sí,Computadora portátil,1,Sí,1,Por cuenta propia,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,No,7,Windows,Sí,Sí,No
Sí,Masculino,57,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,especialidad,15,Más de un año,5,Comunidad y Sociedad,Sí,inclusion digital,Sí,Computadora portátil,2,No,NA,Por cuenta propia,Sí,No,Sí,No,No,No,Sí,Sí,No,No,Sí,No,Sí,No,No,No,No,Sí,No,No,Sí,No,No,No,Sí,Sí,No,No,No,No,No,NA,Windows,Sí,Sí,Sí
No,Femenino,60,La Paz,La Paz,ISAAC MALDONADO REQUE,normalista,27,Más de un año,24,Comunidad y Sociedad,Sí,Quinto,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,NA,Windows,Sí,No,Sí
Sí,Masculino,39,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,licenciatura,5,Más de un año,1,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,No,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,No,Sí,No,Sí,No,Sí,No,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Femenino,38,La Paz,La Paz,25 DE MAYO,especialidad,17,Más de un año,2,Comunidad y Sociedad,Sí,Gestión de aula a través de TICS,Sí,Computadora portátil,2,Sí,1,Dotada por el ministerio,Sí,No,Sí,Sí,No,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,Sí,7,Windows,Sí,No,Sí
Sí,Femenino,51,Oruro,Oruro,JUAN MISAEL SARACHO SECUNDARIA,maestria,23,Más de un año,9,Cosmos y Pensamiento,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,No,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,No,Sí,No,Sí,No,No,No,No,No,4,Windows,Sí,Sí,Sí
Sí,Femenino,45,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,normalista,6,Más de un año,3,"Vida, Tierra y Territorio",No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,No,No,No,Sí,No,Sí,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Femenino,41,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,normalista,9,Más de un año,4,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,No,No,No,No,Sí,No,Sí,No,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Masculino,51,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,especialidad,14,Más de un año,3,"Vida, Tierra y Territorio",Sí,PROFOCOM,Sí,Computadora de escritorio,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,Sí,Sí,No,Sí,Sí,No,Sí,No,No,No,No,NA,Windows,No,Sí,Sí
Sí,Masculino,49,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,licenciatura,10,Más de un año,2,Comunidad y Sociedad,Sí,universidad salesiana de bolivia,Sí,Computadora de escritorio,2,No,NA,Por cuenta propia,Sí,No,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,No,6,Windows,Sí,Sí,Sí
Sí,Femenino,56,Oruro,Machacamarca,PEDRO DOMINGO MURILLO 2,licenciatura,16,Más de un año,9,"Ciencia, Tecnología y Producción",No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,4,Windows,Sí,Sí,Sí
Sí,Femenino,39,Tarija,Tarija,TERESA DE CALCUTA Mañana,licenciatura,20,Más de un año,10,"Vida, Tierra y Territorio",Sí,Manejo de TIC,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,7,Windows,Sí,Sí,Sí
Sí,Masculino,58,Beni,Trinidad,SAN ANTONIO Mañana,normalista,23,Más de un año,15,Comunidad y Sociedad,Sí,Inclusión digital,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,Sí,No,No,No,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,5,Windows,Sí,Sí,Sí
Sí,Femenino,41,Tarija,Tarija,AVELINA RAÑA 2 Mañana,licenciatura,17,Más de un año,8,"Vida, Tierra y Territorio",Sí,,Sí,Computadora portátil,2,Sí,1,Dotada por el ministerio,Sí,No,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,7,Windows,No,Sí,Sí
Sí,Masculino,50,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,normalista,12,Más de un año,7,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,No,No,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Femenino,49,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,licenciatura,8,Más de un año,3,"Vida, Tierra y Territorio",No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Femenino,45,La Paz,El Alto,HUAYNA POTOSI MAÑANA,licenciatura,11,Más de un año,9,"Ciencia, Tecnología y Producción",Sí,QUIPUS,Sí,Computadora de escritorio,3,Sí,1,Por cuenta propia,No,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Masculino,62,Beni,Trinidad,ADHEMAR BRAVO MONASTERIO Mañana,normalista,37,Más de un año,23,Comunidad y Sociedad,No,,No,,NA,No,NA,Dotada por el ministerio,No,No,No,No,No,Sí,No,No,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,No,No,No,7,Windows,No,No,No
Sí,Masculino,40,Tarija,Tarija,SAN JERONIMO 2 Tarde,normalista,15,Menos de un año,NA,Cosmos y Pensamiento,Sí,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,Sí,Sí,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,2,Windows,Sí,Sí,Sí
Sí,Femenino,46,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,especialidad,12,Más de un año,3,Comunidad y Sociedad,Sí,actualizacion a nuevas tecnologias de aprendizaje y pedagogia - minedu,Sí,Computadora de escritorio,1,No,NA,Por cuenta propia,Sí,No,Sí,No,Sí,No,No,Sí,No,No,Sí,No,Sí,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Masculino,42,Tarija,Tarija,AVELINA RAÑA 2 Mañana,licenciatura,15,Más de un año,5,Comunidad y Sociedad,Sí,cass rum,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Femenino,55,Tarija,Tarija,AVELINA RAÑA 2 Mañana,licenciatura,34,Más de un año,1,"Ciencia, Tecnología y Producción",Sí,de la alcaldia,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Femenino,50,Tarija,Tarija,AVELINA RAÑA 2 Mañana,licenciatura,25,Más de un año,9,Comunidad y Sociedad,Sí,De la Alcaldía,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,No,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Femenino,46,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,normalista,9,Más de un año,4,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,No,No,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Femenino,43,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,normalista,8,Más de un año,3,"Vida, Tierra y Territorio",No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,No,No,Sí,No,Sí,No,Sí,No,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Femenino,45,La Paz,La Paz,SAN SIMON DE AYACUCHO A,licenciatura,19,Más de un año,9,Comunidad y Sociedad,Sí,Agetic,Sí,Computadora de escritorio,2,No,NA,Otro,Sí,No,Sí,No,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,5,Windows,No,No,No
Sí,Masculino,62,Oruro,Machacamarca,PEDRO DOMINGO MURILLO 2,licenciatura,23,Más de un año,20,Comunidad y Sociedad,Sí,Unefco,Sí,Computadora portátil,1,Sí,1,Dotada por el ministerio,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Masculino,48,Oruro,Oruro,JUAN MISAEL SARACHO SECUNDARIA,licenciatura,20,Más de un año,18,Comunidad y Sociedad,Sí,Capacitación en el USO de software libre ,Sí,Computadora de escritorio,3,Sí,1,Por cuenta propia,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,7,Windows,Sí,Sí,No
Sí,Femenino,57,Oruro,Machacamarca,PEDRO DOMINGO MURILLO 2,licenciatura,32,Más de un año,26,"Ciencia, Tecnología y Producción",No,,Sí,Computadora portátil,1,Sí,1,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,No,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Masculino,70,La Paz,La Paz,SAN SIMON DE AYACUCHO A,licenciatura,35,Más de un año,20,"Ciencia, Tecnología y Producción",Sí,Proyecto Jala,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Femenino,29,Beni,Trinidad,ADHEMAR BRAVO MONASTERIO Mañana,licenciatura,7,Más de un año,2,Comunidad y Sociedad,Sí,Computacion,Sí,Computadora portátil,1,No,NA,Por cuenta propia,No,No,No,No,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,No,No,No,Sí,No,No,No,No,No,3,Windows,Sí,No,No
Sí,Femenino,35,La Paz,La Paz,ENRIQUE LINDEMANN B,licenciatura,19,Más de un año,12,"Vida, Tierra y Territorio",Sí,Diplomado virtual de física ,Sí,Computadora portátil,6,Sí,1,Por cuenta propia,No,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,7,Windows,Sí,No,Sí
Sí,Masculino,37,La Paz,La Paz,ISAAC MALDONADO REQUE,especialidad,8,Más de un año,4,"Vida, Tierra y Territorio",Sí,uso de programas de química,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,Sí,No,Sí,No,Sí,Sí,Sí,No,Sí,No,No,No,6,Windows,Sí,Sí,No
Sí,Femenino,35,La Paz,El Alto,JESUS MARIA FE Y ALEGRIA,licenciatura,11,Más de un año,8,"Vida, Tierra y Territorio",Sí,Herramientas de autor ,Sí,Computadora de escritorio,3,Sí,1,Por cuenta propia,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,7,Windows,Sí,Sí,No
Sí,Femenino,64,La Paz,La Paz,FUERZAS ARMADAS DE LA NACION B,licenciatura,29,Más de un año,22,Comunidad y Sociedad,Sí,inclusión digital : inskcape .... Gymp...,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,No,No,No,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,7,Linux,Sí,Sí,Sí
Sí,Masculino,67,La Paz,La Paz,SAN SIMON DE AYACUCHO A,licenciatura,35,Más de un año,16,Comunidad y Sociedad,Sí,Programa de inclusión digital,Sí,Computadora portátil,2,No,NA,Por cuenta propia,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Femenino,45,La Paz,La Paz,SAN SIMON DE AYACUCHO A,licenciatura,12,Más de un año,5,Comunidad y Sociedad,Sí,Programa de inclusión digital ,Sí,Computadora de escritorio,3,No,NA,Por cuenta propia,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,No,No,No,No,NA,Windows,No,Sí,Sí
Sí,Femenino,31,La Paz,La Paz,FELIPE SEGUNDO GUZMÁN,licenciatura,8,Más de un año,3,Comunidad y Sociedad,Sí,Herramientas tecnologicas,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,No,7,Windows,Sí,Sí,Sí
Sí,Masculino,25,La Paz,El Alto,LOS ANDES MAÑANA,licenciatura,1,Menos de un año,NA,Comunidad y Sociedad,No,,Sí,Computadora de escritorio,1,No,NA,Por cuenta propia,Sí,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,No,No,No,Sí,NA,Windows,Sí,Sí,No
Sí,Femenino,41,La Paz,La Paz,ENRIQUE LINDEMANN B,normalista,10,Más de un año,4,Cosmos y Pensamiento,No,,Sí,Computadora portátil,2,No,NA,Otro,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,No,6,Windows,Sí,Sí,Sí
Sí,Femenino,45,La Paz,La Paz,ENRIQUE LINDEMANN B,normalista,8,Más de un año,3,Cosmos y Pensamiento,No,,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,No,No,No,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,No,Sí,No,Sí,No,Sí,No,No,No,No,No,6,Windows,No,Sí,Sí
No,Masculino,29,La Paz,El Alto,VILLA ALEMANIA,licenciatura,4,Menos de un año,NA,Comunidad y Sociedad,No,,Sí,Computadora de escritorio,1,No,NA,Dotada por el ministerio,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,Sí,No,Sí,No,No,No,NA,Windows,Sí,Sí,No
Sí,Masculino,37,La Paz,La Paz,25 DE MAYO,especialidad,13,Más de un año,2,Comunidad y Sociedad,Sí,Interactuando en el aula a traves de las TIC,Sí,Computadora portátil,3,Sí,1,Por cuenta propia,Sí,No,No,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,7,Windows,Sí,Sí,No
Sí,Masculino,52,Beni,Trinidad,HORACIO RIVERO EGUEZ Tarde,especialidad,20,Más de un año,4,Comunidad y Sociedad,Sí,Tic,Sí,Computadora portátil,1,No,NA,Por cuenta propia,Sí,No,Sí,No,No,No,Sí,No,No,No,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,No,Sí,No,No,No,Sí,No,No,No,No,No,2,Windows,Sí,No,Sí
Sí,Femenino,49,La Paz,La Paz,ENRIQUE LINDEMANN B,licenciatura,20,Menos de un año,NA,"Vida, Tierra y Territorio",No,,Sí,Computadora portátil,1,Sí,1,Dotada por el ministerio,No,No,Sí,No,No,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Femenino,46,La Paz,La Paz,SAN SIMON DE AYACUCHO A,licenciatura,21,Más de un año,2,Comunidad y Sociedad,Sí,Inclusión Digital,Sí,Computadora portátil,2,Sí,1,Por cuenta propia,Sí,No,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
No,Femenino,34,La Paz,El Alto,ATIPIRIS MAÑANA,normalista,3,Menos de un año,NA,"Ciencia, Tecnología y Producción",No,,Sí,Computadora de escritorio,2,Sí,1,Por cuenta propia,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,Sí,No,Sí,No,Sí,Sí,No,NA,Windows,No,No,No
Sí,Masculino,49,La Paz,La Paz,SIMON RODRIGUEZ CARREÑO,normalista,15,Más de un año,4,Comunidad y Sociedad,No,,Sí,Computadora portátil,2,No,NA,Por cuenta propia,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,No,No,Sí,Sí,No,Sí,No,Sí,Sí,No,No,No,No,7,Windows,No,Sí,Sí
Sí,Femenino,40,La Paz,El Alto,SAN MARTIN DE PORRES MAÑANA,especialidad,12,Más de un año,5,Comunidad y Sociedad,Sí,Uso de las tics en el aula,Sí,Computadora portátil,2,Sí,1,Dotada por el ministerio,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,5,Windows,Sí,Sí,No
